Country,GTFCC_Target_Country,Continent,WHO_Region,Subregion,Year,Total_Cases,Autochtonous_Cases,Imported_Cases,Deaths,CFR,Incidence_Rate_perMillion,Cases_per_Million,Outbreak_Size,WHO_Region_encoded
Afghanistan,Yes,Asia,EMRO,South Asia,2023-01-01,222249,222249,0,101,0.04544452393486585,5842,5842,Epidemic,1
Australia,No,Oceania,WPRO,East Asia and Pacific,2023-01-01,3,0,3,0,0.0,0,0,Small,5
Bahrain,No,Asia,EMRO,Middle East and North Africa,2023-01-01,1,0,1,0,0.0,0,0,Small,1
Bangladesh,Yes,Asia,SEARO,South Asia,2023-01-01,23369,23369,0,0,0.0,143,143,Epidemic,4
Benin,Yes,Africa,AFRO,West and Central Africa,2023-01-01,28,28,0,0,0.0,2,2,Small,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,1394,1388,6,9,0.6456241032998565,120,120,Large,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2023-01-01,6470,6470,0,209,3.2302936630602783,250,250,Large,0
China,No,Asia,WPRO,East Asia and Pacific,2023-01-01,29,27,2,0,0.0,0,0,Small,5
Congo,Yes,Africa,AFRO,West and Central Africa,2023-01-01,21,21,0,5,23.809523809523807,4,4,Small,0
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2023-01-01,52654,52654,0,473,0.8983173168230335,607,607,Epidemic,0
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2023-01-01,310,309,1,1,0.3225806451612903,29,29,Medium,3
Eswatini,No,Africa,AFRO,Eastern and Southern Africa,2023-01-01,2,1,1,0,0.0,1,1,Small,0
Ethiopia,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,30389,30389,0,446,1.4676363157721544,271,271,Epidemic,0
France,No,Europe,EURO,Western Europe,2023-01-01,2,0,2,0,0.0,0,0,Small,2
Germany,No,Europe,EURO,Western Europe,2023-01-01,9,0,9,0,0.0,0,0,Small,2
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2023-01-01,54767,54767,0,711,1.2982270345280917,4863,4863,Epidemic,3
India,Yes,Asia,SEARO,South Asia,2023-01-01,649,649,0,0,0.0,0,0,Medium,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2023-01-01,79,53,26,1,1.2658227848101267,1,1,Small,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2023-01-01,1337,1337,0,7,0.5235602094240838,34,34,Large,1
Japan,No,Asia,WPRO,East Asia and Pacific,2023-01-01,2,0,2,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,8809,8809,0,141,1.6006357134748552,168,168,Large,0
Lebanon,No,Asia,EMRO,Middle East and North Africa,2023-01-01,2406,2406,0,0,0.0,351,351,Large,1
Liberia,Yes,Africa,AFRO,West and Central Africa,2023-01-01,925,925,0,0,0.0,187,187,Medium,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,32530,32106,424,817,2.5115278204734093,1723,1723,Epidemic,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2023-01-01,48,48,0,0,0.0,2,2,Small,5
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,39101,39101,0,156,0.39896677834326494,1288,1288,Epidemic,0
Nepal,Yes,Asia,SEARO,South Asia,2023-01-01,7,6,1,0,0.0,0,0,Small,4
New Zealand,No,Oceania,WPRO,East Asia and Pacific,2023-01-01,1,0,1,0,0.0,0,0,Small,5
Nigeria,Yes,Africa,AFRO,West and Central Africa,2023-01-01,3457,3457,0,109,3.1530228521839745,17,17,Large,0
Pakistan,Yes,Asia,EMRO,South Asia,2023-01-01,200,200,0,0,0.0,1,1,Medium,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2023-01-01,3982,3982,0,19,0.4771471622300351,37,37,Large,5
Qatar,No,Asia,EMRO,Middle East and North Africa,2023-01-01,3,0,3,0,0.0,0,0,Small,1
Rwanda,No,Africa,AFRO,Eastern and Southern Africa,2023-01-01,207,207,0,1,0.4830917874396135,16,16,Medium,0
Saudi Arabia,No,Asia,EMRO,Middle East and North Africa,2023-01-01,1,0,1,0,0.0,0,0,Small,1
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2023-01-01,18304,18304,0,46,0.2513111888111888,1185,1185,Epidemic,1
South Africa,No,Africa,AFRO,Eastern and Southern Africa,2023-01-01,1478,1478,0,47,3.1799729364005414,25,25,Large,0
South Sudan,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,1471,1471,0,2,0.13596193065941536,133,133,Large,0
Sudan,Yes,Africa,EMRO,Middle East and North Africa,2023-01-01,8895,8895,0,246,2.7655986509274872,208,208,Large,1
Sweden,No,Europe,EURO,Western Europe,2023-01-01,3,0,3,0,0.0,0,0,Small,2
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,1040,1040,0,20,1.9230769230769231,18,18,Large,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2023-01-01,6,6,0,0,0.0,0,0,Small,4
Togo,Yes,Africa,AFRO,West and Central Africa,2023-01-01,3,3,0,0,0.0,0,0,Small,0
Turks and Caicos Islands,No,Americas,PAHO,Americas and Caribbean,2023-01-01,1,0,1,0,0.0,0,0,Small,3
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,4531,4531,0,132,2.913264180092695,254,254,Large,0
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2023-01-01,14148,14085,63,308,2.1769861464517954,962,962,Epidemic,0
Afghanistan,Yes,Asia,EMRO,South Asia,2022-01-01,281485,281479,6,100,0.03552587171607723,7399,7399,Epidemic,1
Australia,No,Oceania,WPRO,East Asia and Pacific,2022-01-01,3,1,2,0,0.0,0,0,Small,5
Austria,No,Europe,EURO,Western Europe,2022-01-01,1,0,1,0,0.0,0,0,Small,2
Bahrain,No,Asia,EMRO,Middle East and North Africa,2022-01-01,1,0,1,0,0.0,0,0,Small,1
Bangladesh,Yes,Asia,SEARO,South Asia,2022-01-01,1191,1191,0,0,0.0,7,7,Large,4
Benin,Yes,Africa,AFRO,West and Central Africa,2022-01-01,433,433,0,2,0.4618937644341801,37,37,Medium,0
Burkina Faso,Yes,Africa,AFRO,West and Central Africa,2022-01-01,4,4,0,0,0.0,0,0,Small,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2022-01-01,25,25,0,0,0.0,2,2,Small,0
Cambodia,No,Asia,WPRO,East Asia and Pacific,2022-01-01,20,20,0,0,0.0,1,1,Small,5
Cameroon,Yes,Africa,AFRO,West and Central Africa,2022-01-01,14431,14416,15,279,1.933337953017809,557,557,Epidemic,0
China,No,Asia,WPRO,East Asia and Pacific,2022-01-01,31,31,0,0,0.0,0,0,Small,5
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2022-01-01,18961,18961,0,298,1.5716470650282157,218,218,Epidemic,0
Ethiopia,Yes,Africa,AFRO,Eastern and Southern Africa,2022-01-01,846,846,0,27,3.1914893617021276,8,8,Medium,0
France,No,Europe,EURO,Western Europe,2022-01-01,7,4,3,0,0.0,0,0,Small,2
Germany,No,Europe,EURO,Western Europe,2022-01-01,6,0,6,0,0.0,0,0,Small,2
Greece,No,Europe,EURO,Western Europe,2022-01-01,1,0,1,0,0.0,0,0,Small,2
India,Yes,Asia,SEARO,South Asia,2022-01-01,601,601,0,0,0.0,0,0,Medium,4
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2022-01-01,3708,3708,0,25,0.674217907227616,94,94,Large,1
Italy,No,Europe,EURO,Western Europe,2022-01-01,1,0,1,0,0.0,0,0,Small,2
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2022-01-01,3525,3525,0,64,1.8156028368794326,67,67,Large,0
Kuwait,No,Asia,EMRO,Middle East and North Africa,2022-01-01,1,0,1,0,0.0,0,0,Small,1
Lebanon,No,Asia,EMRO,Middle East and North Africa,2022-01-01,5715,5711,4,23,0.40244969378827644,833,833,Large,1
Liberia,Yes,Africa,AFRO,West and Central Africa,2022-01-01,367,367,0,0,0.0,74,74,Medium,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2022-01-01,17488,17302,186,576,3.293687099725526,929,929,Epidemic,0
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2022-01-01,4378,4378,0,22,0.5025125628140703,144,144,Large,0
Nepal,Yes,Asia,SEARO,South Asia,2022-01-01,77,77,0,0,0.0,3,3,Small,4
Netherlands,No,Europe,EURO,Western Europe,2022-01-01,2,0,2,0,0.0,0,0,Small,2
New Zealand,No,Oceania,WPRO,East Asia and Pacific,2022-01-01,1,0,1,0,0.0,0,0,Small,5
Nigeria,Yes,Africa,AFRO,West and Central Africa,2022-01-01,23839,23839,0,597,2.5042996769998744,119,119,Epidemic,0
Norway,No,Europe,EURO,Western Europe,2022-01-01,3,0,3,0,0.0,0,0,Small,2
Pakistan,Yes,Asia,EMRO,South Asia,2022-01-01,1006,1006,0,43,4.274353876739562,5,5,Large,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2022-01-01,8098,8098,0,100,1.2348728081007656,75,75,Large,5
Rwanda,No,Africa,AFRO,Eastern and Southern Africa,2022-01-01,24,24,0,0,0.0,2,2,Small,0
Singapore,No,Asia,WPRO,East Asia and Pacific,2022-01-01,7,0,7,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2022-01-01,15653,15653,0,88,0.5621925509486999,1014,1014,Epidemic,1
South Africa,No,Africa,AFRO,Eastern and Southern Africa,2022-01-01,1,1,0,0,0.0,0,0,Small,0
South Sudan,Yes,Africa,AFRO,Eastern and Southern Africa,2022-01-01,424,424,0,1,0.2358490566037736,38,38,Medium,0
Sweden,No,Europe,EURO,Western Europe,2022-01-01,7,0,7,0,0.0,0,0,Small,2
Syrian Arab Republic,No,Asia,EMRO,Middle East and North Africa,2022-01-01,70222,70222,0,102,0.1452536242203298,4013,4013,Epidemic,1
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2022-01-01,5,5,0,1,20.0,0,0,Small,4
United Arab Emirates,No,Asia,EMRO,Middle East and North Africa,2022-01-01,37,0,37,0,0.0,0,0,Small,1
United Kingdom,No,Europe,EURO,Western Europe,2022-01-01,23,0,23,0,0.0,0,0,Small,2
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2022-01-01,34,34,0,0,0.0,2,2,Small,0
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2022-01-01,4,3,1,1,25.0,0,0,Small,0
Afghanistan,Yes,Asia,EMRO,South Asia,2021-01-01,4755,4755,0,0,0.0,125,125,Large,1
Australia,No,Oceania,WPRO,East Asia and Pacific,2021-01-01,1,0,1,0,0.0,0,0,Small,5
Bahrain,No,Asia,EMRO,Middle East and North Africa,2021-01-01,2,0,2,0,0.0,1,1,Small,1
Bangladesh,Yes,Asia,SEARO,South Asia,2021-01-01,477,477,0,0,0.0,3,3,Medium,4
Benin,Yes,Africa,AFRO,West and Central Africa,2021-01-01,1298,1298,0,23,1.7719568567026194,110,110,Large,0
Burkina Faso,Yes,Africa,AFRO,West and Central Africa,2021-01-01,3,1,2,0,0.0,0,0,Small,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2021-01-01,11,11,0,0,0.0,1,1,Small,0
Cambodia,No,Asia,WPRO,East Asia and Pacific,2021-01-01,26,26,0,0,0.0,2,2,Small,5
Cameroon,Yes,Africa,AFRO,West and Central Africa,2021-01-01,728,728,0,23,3.159340659340659,28,28,Medium,0
China,No,Asia,WPRO,East Asia and Pacific,2021-01-01,5,5,0,0,0.0,0,0,Small,5
Cote d'Ivoire,Yes,Africa,AFRO,West and Central Africa,2021-01-01,12,0,12,0,0.0,0,0,Small,0
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2021-01-01,12103,12103,0,209,1.726844583987441,139,139,Epidemic,0
Ethiopia,Yes,Africa,AFRO,Eastern and Southern Africa,2021-01-01,674,674,0,7,1.0385756676557862,6,6,Medium,0
Ghana,Yes,Africa,AFRO,West and Central Africa,2021-01-01,2,2,0,0,0.0,0,0,Small,0
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2021-01-01,38,38,0,0,0.0,1,1,Small,0
Liberia,Yes,Africa,AFRO,West and Central Africa,2021-01-01,167,167,0,0,0.0,34,34,Medium,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2021-01-01,2,2,0,0,0.0,0,0,Small,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2021-01-01,64,63,1,0,0.0,2,2,Small,5
Mali,Yes,Africa,AFRO,West and Central Africa,2021-01-01,12,12,0,4,33.33333333333333,1,1,Small,0
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2021-01-01,5072,5072,0,21,0.41403785488958994,167,167,Large,0
Nepal,Yes,Asia,SEARO,South Asia,2021-01-01,1609,1607,2,7,0.435052827843381,56,56,Large,4
Niger,Yes,Africa,AFRO,West and Central Africa,2021-01-01,5591,5188,403,166,2.9690574137005905,240,240,Large,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2021-01-01,111062,111062,0,3604,3.245034305162882,553,553,Epidemic,0
Oman,No,Asia,EMRO,Middle East and North Africa,2021-01-01,5,0,5,0,0.0,1,1,Small,1
Pakistan,Yes,Asia,EMRO,South Asia,2021-01-01,21,21,0,0,0.0,0,0,Small,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2021-01-01,2019,2019,0,13,0.6438831104507181,19,19,Large,5
Rwanda,No,Africa,AFRO,Eastern and Southern Africa,2021-01-01,74,74,0,0,0.0,6,6,Small,0
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2021-01-01,4342,4342,0,32,0.7369875633348687,281,281,Large,1
Sudan,Yes,Africa,EMRO,Middle East and North Africa,2021-01-01,9,9,0,0,0.0,0,0,Small,1
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2021-01-01,54,54,0,0,0.0,1,1,Small,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2021-01-01,1,1,0,0,0.0,0,0,Small,4
Togo,Yes,Africa,AFRO,West and Central Africa,2021-01-01,40,40,0,5,12.5,5,5,Small,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2021-01-01,173,173,0,0,0.0,4,4,Medium,0
United Arab Emirates,No,Asia,EMRO,Middle East and North Africa,2021-01-01,153,0,153,0,0.0,16,16,Medium,1
Yemen,Yes,Asia,EMRO,Middle East and North Africa,2021-01-01,72765,72765,0,45,0.06184291898577613,2495,2495,Epidemic,1
Bangladesh,Yes,Asia,SEARO,South Asia,2020-01-01,212,212,0,0,0.0,1,1,Medium,4
Benin,Yes,Africa,AFRO,West and Central Africa,2020-01-01,232,232,0,6,2.586206896551724,20,20,Medium,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2020-01-01,277,277,0,5,1.8050541516245486,24,24,Medium,0
Cambodia,No,Asia,WPRO,East Asia and Pacific,2020-01-01,48,48,0,0,0.0,3,3,Small,5
Cameroon,Yes,Africa,AFRO,West and Central Africa,2020-01-01,1890,1890,0,73,3.8624338624338623,73,73,Large,0
Canada,No,Americas,PAHO,North Americas,2020-01-01,2,0,2,0,0.0,0,0,Small,3
China,No,Asia,WPRO,East Asia and Pacific,2020-01-01,12,12,0,0,0.0,0,0,Small,5
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2020-01-01,19789,19789,0,354,1.7888726059932285,228,228,Epidemic,0
Ethiopia,Yes,Africa,AFRO,Eastern and Southern Africa,2020-01-01,12226,12226,0,176,1.439555046621953,109,109,Epidemic,0
India,Yes,Asia,SEARO,South Asia,2020-01-01,70,70,0,0,0.0,0,0,Small,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2020-01-01,1,1,0,0,0.0,0,0,Small,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2020-01-01,9,9,0,0,0.0,0,0,Small,1
Japan,No,Asia,WPRO,East Asia and Pacific,2020-01-01,1,1,0,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2020-01-01,447,447,0,12,2.684563758389262,9,9,Medium,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2020-01-01,3,3,0,0,0.0,0,0,Small,0
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2020-01-01,3787,3787,0,4,0.10562450488513335,125,125,Large,0
Netherlands,No,Europe,EURO,Western Europe,2020-01-01,2,0,2,0,0.0,0,0,Small,2
Nigeria,Yes,Africa,AFRO,West and Central Africa,2020-01-01,596,596,0,47,7.885906040268456,3,3,Medium,0
Pakistan,Yes,Asia,EMRO,South Asia,2020-01-01,21,21,0,0,0.0,0,0,Small,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2020-01-01,3,3,0,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2020-01-01,6414,6414,0,44,0.6859993763642034,415,415,Large,1
Sudan,Yes,Africa,EMRO,Middle East and North Africa,2020-01-01,7,7,0,0,0.0,0,0,Small,1
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2020-01-01,7,7,0,1,14.285714285714285,0,0,Small,4
Togo,Yes,Africa,AFRO,West and Central Africa,2020-01-01,67,67,0,2,2.9850746268656714,8,8,Small,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2020-01-01,1521,1521,0,18,1.183431952662722,34,34,Large,0
United Arab Emirates,No,Asia,EMRO,Middle East and North Africa,2020-01-01,13,0,13,0,0.0,0,0,Small,1
Yemen,Yes,Asia,EMRO,Middle East and North Africa,2020-01-01,275712,275712,0,115,0.041710190343546893,9455,9455,Epidemic,1
Afghanistan,Yes,Asia,EMRO,South Asia,2019-01-01,2,2,0,0,0.0,0,0,Small,1
Australia,No,Oceania,WPRO,East Asia and Pacific,2019-01-01,2,0,2,0,0.0,0,0,Small,5
Bangladesh,Yes,Asia,SEARO,South Asia,2019-01-01,503,503,0,0,0.0,3,3,Medium,4
Benin,Yes,Africa,AFRO,West and Central Africa,2019-01-01,50,50,0,0,0.0,4,4,Small,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2019-01-01,1145,1145,0,9,0.7860262008733625,99,99,Large,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2019-01-01,1840,1840,0,93,5.054347826086956,71,71,Large,0
Chad,Yes,Africa,AFRO,West and Central Africa,2019-01-01,93,93,0,4,4.301075268817205,6,6,Small,0
China,No,Asia,WPRO,East Asia and Pacific,2019-01-01,16,15,1,0,0.0,0,0,Small,5
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2019-01-01,30304,30304,0,514,1.696145723336853,349,349,Epidemic,0
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2019-01-01,13,13,0,0,0.0,1,1,Small,3
Ethiopia,Yes,Africa,AFRO,Eastern and Southern Africa,2019-01-01,2615,2615,0,36,1.3766730401529637,23,23,Large,0
Ghana,Yes,Africa,AFRO,West and Central Africa,2019-01-01,1,1,0,0,0.0,0,0,Small,0
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2019-01-01,720,720,0,3,0.4166666666666667,64,64,Medium,3
Iran,Yes,Asia,EMRO,Middle East and North Africa,2019-01-01,2,2,0,0,0.0,0,0,Small,1
Japan,No,Asia,WPRO,East Asia and Pacific,2019-01-01,5,0,5,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2019-01-01,5208,5208,0,141,2.707373271889401,99,99,Large,0
Korea (Rep of),No,Asia,WPRO,East Asia and Pacific,2019-01-01,1,0,1,0,0.0,0,0,Small,5
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2019-01-01,23,23,0,0,0.0,1,1,Small,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2019-01-01,81,81,0,2,2.4691358024691357,3,3,Small,5
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2019-01-01,7010,7010,0,0,0.0,231,231,Large,0
Nepal,Yes,Asia,SEARO,South Asia,2019-01-01,1,1,0,0,0.0,0,0,Small,4
Nigeria,Yes,Africa,AFRO,West and Central Africa,2019-01-01,2486,2486,0,43,1.7296862429605793,12,12,Large,0
Oman,No,Asia,EMRO,Middle East and North Africa,2019-01-01,4,0,4,0,0.0,0,0,Small,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2019-01-01,5491,5491,0,8,0.145692952103442,51,51,Large,5
Singapore,No,Asia,WPRO,East Asia and Pacific,2019-01-01,2,0,2,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2019-01-01,3100,3100,0,4,0.12903225806451613,201,201,Large,1
Sudan,Yes,Africa,EMRO,Middle East and North Africa,2019-01-01,346,346,0,11,3.1791907514450863,8,8,Medium,1
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2019-01-01,12,12,0,1,8.333333333333332,0,0,Small,4
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2019-01-01,358,358,0,5,1.3966480446927374,8,8,Medium,0
Yemen,Yes,Asia,EMRO,Middle East and North Africa,2019-01-01,861096,861096,0,1025,0.11903434692531378,29528,29528,Epidemic,1
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2019-01-01,447,447,0,9,2.013422818791946,25,25,Medium,0
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2019-01-01,61,61,0,3,4.918032786885246,4,4,Small,0
Angola,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,1546,1546,0,25,1.6170763260025873,49,49,Large,0
Bangladesh,Yes,Asia,SEARO,South Asia,2018-01-01,566,566,0,0,0.0,3,3,Medium,4
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,92,92,0,1,1.0869565217391304,8,8,Small,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2018-01-01,1052,1052,0,58,5.513307984790875,41,41,Large,0
Congo,Yes,Africa,AFRO,West and Central Africa,2018-01-01,60,60,0,3,5.0,11,11,Small,0
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2018-01-01,30768,30768,0,972,3.159126365054602,355,355,Epidemic,0
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2018-01-01,118,118,0,1,0.847457627118644,11,11,Medium,3
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2018-01-01,3777,3777,0,41,1.0855176065660577,335,335,Large,3
India,Yes,Asia,SEARO,South Asia,2018-01-01,697,697,0,0,0.0,1,1,Medium,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2018-01-01,7,6,1,0,0.0,0,0,Small,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2018-01-01,3,3,0,0,0.0,0,0,Small,1
Japan,No,Asia,WPRO,East Asia and Pacific,2018-01-01,4,3,1,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,5719,5719,0,78,1.363874803287288,109,109,Large,0
Korea (Rep of),No,Asia,WPRO,East Asia and Pacific,2018-01-01,2,0,2,0,0.0,0,0,Small,5
Liberia,Yes,Africa,AFRO,West and Central Africa,2018-01-01,2,2,0,0,0.0,0,0,Small,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,812,812,0,27,3.32512315270936,44,44,Medium,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2018-01-01,165,164,1,1,0.6060606060606061,5,5,Medium,5
Mexico,No,Americas,PAHO,Americas and Caribbean,2018-01-01,1,1,0,0,0.0,0,0,Small,3
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,910,910,0,0,0.0,30,30,Medium,0
Nepal,Yes,Asia,SEARO,South Asia,2018-01-01,7,7,0,0,0.0,0,0,Small,4
New Zealand,No,Oceania,WPRO,East Asia and Pacific,2018-01-01,1,0,1,0,0.0,0,0,Small,5
Niger,Yes,Africa,AFRO,West and Central Africa,2018-01-01,3900,3900,0,78,2.0,167,167,Large,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2018-01-01,45037,45037,0,836,1.856251526522637,224,224,Epidemic,0
Oman,No,Asia,EMRO,Middle East and North Africa,2018-01-01,1,0,1,0,0.0,0,0,Small,1
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2018-01-01,2102,2102,0,6,0.285442435775452,19,19,Large,5
Singapore,No,Asia,WPRO,East Asia and Pacific,2018-01-01,2,0,2,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2018-01-01,6761,6761,0,45,0.6655820144948972,438,438,Large,1
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,4777,4777,0,84,1.7584257902449236,82,82,Large,0
Thailand,Yes,Asia,SEARO,East Asia and Pacific,2018-01-01,6,6,0,0,0.0,0,0,Small,4
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,4440,4440,0,90,2.027027027027027,100,100,Large,0
USA,No,Americas,PAHO,North Americas,2018-01-01,10,2,8,0,0.0,0,0,Small,3
Yemen,Yes,Asia,EMRO,Middle East and North Africa,2018-01-01,371326,371326,0,505,0.13599909513473335,12733,12733,Epidemic,1
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,4082,4082,0,74,1.8128368446839782,229,229,Large,0
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2018-01-01,10692,10692,0,65,0.607931163486719,730,730,Epidemic,0
Afghanistan,Yes,Asia,EMRO,South Asia,2017-01-01,33,33,0,1,3.0303030303030303,1,1,Small,1
Angola,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,828,828,0,43,5.193236714975845,26,26,Medium,0
Australia,No,Oceania,WPRO,East Asia and Pacific,2017-01-01,3,0,3,0,0.0,0,0,Small,5
Benin,Yes,Africa,AFRO,West and Central Africa,2017-01-01,11,11,0,0,0.0,1,1,Small,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,399,399,0,0,0.0,35,35,Medium,0
Canada,No,Americas,PAHO,North Americas,2017-01-01,4,1,3,0,0.0,0,0,Small,3
Chad,Yes,Africa,AFRO,West and Central Africa,2017-01-01,1266,1266,0,86,6.79304897314376,79,79,Large,0
China,No,Asia,WPRO,East Asia and Pacific,2017-01-01,14,14,0,0,0.0,0,0,Small,5
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2017-01-01,56190,56190,0,1190,2.1178145577504894,647,647,Epidemic,0
Dominican Republic,Yes,Americas,PAHO,Americas and Caribbean,2017-01-01,122,122,0,4,3.278688524590164,11,11,Medium,3
Haiti,Yes,Americas,PAHO,Americas and Caribbean,2017-01-01,13681,13681,0,159,1.1621957459250054,1215,1215,Epidemic,3
India,Yes,Asia,SEARO,South Asia,2017-01-01,385,385,0,3,0.7792207792207793,0,0,Medium,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2017-01-01,634,9,625,4,0.6309148264984227,0,0,Medium,1
Japan,No,Asia,WPRO,East Asia and Pacific,2017-01-01,7,2,5,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,4288,4288,0,82,1.912313432835821,82,82,Large,0
Korea (Rep of),No,Asia,WPRO,East Asia and Pacific,2017-01-01,5,0,5,0,0.0,0,0,Small,5
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,344,344,0,5,1.4534883720930232,18,18,Medium,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2017-01-01,2,2,0,0,0.0,0,0,Small,5
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2017-01-01,5892,5892,0,10,0.1697216564833673,194,194,Large,0
